ID,Data,Sexo,Idade,Horário,CAUSA DA MORTE,Local,Latitude,Longitude,Município,Classificação
1340,11/10/2019,feminino,33,09:30:00,ARMA DE FOGO,Outeiro da Cruz,"-2,552082","-44,254689",São Luís,HOMICÍDIO DOLOSO
1341,11/10/2019,masculino,37,13:00:00,ARMA BRANCA,Conjunto Paranã I,"-2,53474","-44,161263",Paço do Lumiar,HOMICÍDIO DOLOSO
1342,13/10/2019,masculino,18,10:40:00,ARMA DE FOGO,Vila Riod,"-2,595961","-44,195568",São Luís,HOMICÍDIO DOLOSO
1343,13/10/2019,masculino,24,15:00:00,ARMA DE FOGO,Gapara,"-2,58996","-44,301295",São Luís,HOMICÍDIO DOLOSO
1344,13/10/2019,masculino,46,23:00:00,OUTROS MEIOS,Residencial Nova Vida,"-2,623956","-44,194758",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
1345,14/10/2019,masculino,19,23:00:00,ARMA BRANCA,Santa Rosa,"-2,497397","-44,209628",São Luís,HOMICÍDIO DOLOSO
1346,15/10/2019,masculino,31,21:40:00,ARMA DE FOGO,Tajaçuaba,"-2,623099","-44,210701",São Luís,HOMICÍDIO DOLOSO
1347,16/10/2019,masculino,21,20:30:00,ARMA DE FOGO,Residencial José Reinaldo Tavares,"-2,588824","-44,175317",São Luís,HOMICÍDIO DOLOSO
1348,16/10/2019,masculino,33,20:30:00,ARMA DE FOGO,Residencial José Reinaldo Tavares,"-2,588824","-44,175317",São Luís,HOMICÍDIO DOLOSO
1349,17/10/2019,masculino,39,08:43:00,ARMA DE FOGO,Cohab-Anil II,"-2,538856","-44,218597",São Luís,HOMICÍDIO DOLOSO
1350,19/10/2019,masculino,32,20:20:00,ARMA DE FOGO,São Raimundo,"-2,596433","-44,231129",São Luís,HOMICÍDIO DOLOSO
1351,19/10/2019,masculino,19,12:00:00,ARMA DE FOGO,Santo Antônio,"-2,556112","-44,248166",São Luís,HOMICÍDIO DOLOSO
1352,19/10/2019,masculino,16,14:30:00,ARMA DE FOGO,Vila Valian,"-2,603078","-44,238296",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1353,20/10/2019,masculino,52,05:50:00,ARMA BRANCA,Cohabiano,"-2,533738","-44,194469",São Luís,HOMICÍDIO DOLOSO
1354,20/10/2019,masculino,28,20:30:00,ARMA DE FOGO,Cohab-Anil II,"-2,538856","-44,218597",São Luís,HOMICÍDIO DOLOSO
1355,20/10/2019,masculino,20,19:00:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,HOMICÍDIO DOLOSO
1356,23/10/2019,masculino,26,15:00:00,OUTROS MEIOS,Vila Samara,"-2,742188","-44,347044",São Luís,HOMICÍDIO DOLOSO
1357,23/10/2019,masculino,35,00:05:00,MORTE A ESCLARECER,Residencial Ribeira,"-2,637268","-44,253809",São Luís,MORTE A ESCLARECER
1358,25/10/2019,masculino,22,19:30:00,ARMA DE FOGO,Cohab-Anil I,"-2,536155","-44,221151",São Luís,HOMICÍDIO DOLOSO
1359,26/10/2019,masculino,28,13:30:00,ARMA DE FOGO,Centro-SLZ,"-2,530153","-44,299664",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
1360,27/10/2019,masculino,55,22:00:00,ARMA DE FOGO,Novo Paço,"-2,54653","-44,153795",Paço do Lumiar,HOMICÍDIO DOLOSO
1361,29/10/2019,feminino,59,21:49:00,OUTROS MEIOS,Residencial Eugênio Pereira,"-2,491437","-44,165854",Paço do Lumiar,LATROCÍNIO
1362,29/10/2019,masculino,21,09:00:00,ARMA DE FOGO,Parque Bob Kennedy,"-2,477889","-44,174652",Paço do Lumiar,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1363,04/11/2019,masculino,55,16:30:00,ARMA DE FOGO,Centro-SLZ,"-2,530153","-44,299664",São Luís,LATROCÍNIO
1364,06/11/2019,masculino,28,-,ARMA BRANCA,Vila Embratel,"-2,568181","-44,311981",São Luís,HOMICÍDIO DOLOSO
1365,08/11/2019,masculino,22,19:30:00,ARMA DE FOGO,Salinas do Sacavém,"-2,560893","-44,259217",São Luís,HOMICÍDIO DOLOSO
1366,10/11/2019,masculino,75,00:00:00,ARMA BRANCA,J. Câmara,"-2,544944","-44,068007",São José de Ribamar,HOMICÍDIO DOLOSO
1367,11/11/2019,masculino,18,20:37:00,ARMA DE FOGO,Conjunto Rio Anil,"-2,536284","-44,248338",São Luís,HOMICÍDIO DOLOSO
1368,12/11/2019,masculino,24,07:51:00,ARMA DE FOGO,Jaracaty,"-2,512832","-44,288292",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1369,14/11/2019,masculino,29,20:00:00,ARMA DE FOGO,Alemanha,"-2,536584","-44,270396",São Luís,HOMICÍDIO DOLOSO
1370,16/11/2019,masculino,19,11:00:00,ARMA DE FOGO,Vila Isabel,"-2,562243","-44,319727",São Luís,HOMICÍDIO DOLOSO
1371,16/11/2019,masculino,56,21:00:00,ARMA DE FOGO,Tajaçuaba,"-2,623099","-44,210701",São Luís,HOMICÍDIO DOLOSO
1372,17/11/2019,masculino,51,10:00:00,ARMA DE FOGO,Sacavém,"-2,555651","-44,258047",São Luís,HOMICÍDIO DOLOSO
1373,17/11/2019,masculino,37,10:50:00,ARMA DE FOGO,Vila Embratel,"-2,568181","-44,311981",São Luís,HOMICÍDIO DOLOSO
1374,17/11/2019,masculino,49,22:00:00,ARMA DE FOGO,Santa Cruz,"-2,547409","-44,247136",São Luís,LATROCÍNIO
1375,18/11/2019,masculino,42,16:30:00,ARMA DE FOGO,Santa Bárbara,"-2,60265","-44,210186",São Luís,HOMICÍDIO DOLOSO
1376,19/11/2019,masculino,29,10:40:00,ARMA DE FOGO,Vinhais,"-2,514847","-44,255419",São Luís,HOMICÍDIO DOLOSO
1377,19/11/2019,masculino,32,19:54:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1378,20/11/2019,masculino,24,06:00:00,ARMA DE FOGO,Centro-SLZ,"-2,530153","-44,299664",São Luís,HOMICÍDIO DOLOSO
1379,20/11/2019,masculino,26,20:00:00,ARMA DE FOGO,Centro-SLZ,"-2,530153","-44,299664",São Luís,HOMICÍDIO DOLOSO
1380,22/11/2019,masculino,19,10:30:00,ARMA DE FOGO,Pedrinhas,"-2,688089","-44,302711",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1381,22/11/2019,masculino,17,10:30:00,ARMA DE FOGO,Pedrinhas,"-2,688089","-44,302711",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1382,24/11/2019,masculino,40,17:15:00,ARMA BRANCA,Olho D’água,"-2,488136","-44,228125",São Luís,HOMICÍDIO DOLOSO
1383,25/11/2019,masculino,25,19:00:00,ARMA DE FOGO,Residencial Jardim Primavera,"-2,523722","-44,104013",Paço do Lumiar,HOMICÍDIO DOLOSO
1384,30/11/2019,masculino,16,23:00:00,ARMA DE FOGO,Jardim Tropical,"-2,57504","-44,177828",São José de Ribamar,HOMICÍDIO DOLOSO
1385,30/11/2019,masculino,21,03:30:00,ARMA BRANCA,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
1386,30/11/2019,masculino,61,22:00:00,ARMA BRANCA,Divinéia,"-2,493967","-44,220185",São Luís,LATROCÍNIO
1387,30/11/2019,masculino,28,11:00:00,ARMA DE FOGO,Estiva,"-2,756847","-44,348245",São Luís,HOMICÍDIO DOLOSO
1388,01/12/2019,masculino,17,22:50:00,ARMA BRANCA,Alemanha,"-2,536584","-44,270396",São Luís,MORTE A ESCLARECER
1389,02/12/2019,masculino,31,14:40:00,ARMA DE FOGO,Pedrinhas,"-2,688089","-44,302711",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
1390,03/12/2019,masculino,30,12:40:00,ARMA DE FOGO,Maiobão,"-2,541257","-44,171391",Paço do Lumiar,HOMICÍDIO DOLOSO
1391,03/12/2019,masculino,33,00:00:00,ARMA BRANCA,São José dos Índios,"-2,548717","-44,098799",São José de Ribamar,HOMICÍDIO DOLOSO
1392,10/12/2019,masculino,41,12:00:00,ARMA BRANCA,Maracanã,"-2,637332","-44,285717",São Luís,HOMICÍDIO DOLOSO
1393,10/12/2019,masculino,43,08:00:00,ARMA DE FOGO,Coroado,"-2,553733","-44,27001",São Luís,HOMICÍDIO DOLOSO
1394,11/12/2019,masculino,41,18:20:00,ARMA DE FOGO,Cruzeiro,"-2,554369","-44,062223",São José de Ribamar,HOMICÍDIO DOLOSO
1395,11/12/2019,masculino,23,18:30:00,ARMA DE FOGO,Vila Magril,"-2,611482","-44,204991",São Luís,HOMICÍDIO DOLOSO
1396,13/12/2019,masculino,44,19:30:00,ARMA DE FOGO,Jardim Santa Clara,"-2,543722","-44,179201",Paço do Lumiar,HOMICÍDIO DOLOSO
1397,14/12/2019,masculino,35,13:34:00,ARMA DE FOGO,Anjo da Guarda,"-2,559842","-44,32904",São Luís,HOMICÍDIO DOLOSO
1398,15/12/2019,masculino,59,04:00:00,ARMA BRANCA,Distrito Industrial,"-2,640547","-44,264002",São Luís,HOMICÍDIO DOLOSO
1399,19/12/2019,masculino,21,02:00:00,ARMA DE FOGO,Vila São Luís – SJR,"-2,564303","-44,184417",São José de Ribamar,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1400,20/12/2019,masculino,50,19:00:00,ARMA DE FOGO,Vila Conceição – Coroadinho,"-2,568449","-44,261609",São Luís,HOMICÍDIO DOLOSO
1401,21/12/2019,masculino,46,18:20:00,ARMA DE FOGO,Cruzeiro,"-2,554369","-44,062223",São José de Ribamar,LATROCÍNIO
1402,21/12/2019,masculino,49,01:00:00,ARMA BRANCA,Vila Embratel,"-2,568181","-44,311981",São Luís,HOMICÍDIO DOLOSO
1403,21/12/2019,masculino,32,05:30:00,ARMA BRANCA,Estiva,"-2,756847","-44,348245",São Luís,HOMICÍDIO DOLOSO
1404,21/12/2019,masculino,15,23:00:00,ARMA DE FOGO,Camboa,"-2,524172","-44,291157",São Luís,HOMICÍDIO DOLOSO
1405,22/12/2019,masculino,21,08:00:00,ARMA BRANCA,Residencial Canaã,"-2,560678","-44,235635",São Luís,HOMICÍDIO DOLOSO
1406,22/12/2019,masculino,20,06:30:00,ARMA DE FOGO,Camboa,"-2,524172","-44,291157",São Luís,HOMICÍDIO DOLOSO
1407,23/12/2019,masculino,23,16:30:00,ARMA DE FOGO,Alemanha,"-2,536584","-44,270396",São Luís,HOMICÍDIO DOLOSO
1408,25/12/2019,masculino,46,03:00:00,ARMA BRANCA,Alto do Turu I,"-2,505843","-44,195681",São José de Ribamar,MORTE A ESCLARECER
1409,27/12/2019,masculino,39,18:10:00,ARMA DE FOGO,João Paulo,"-2,547023","-44,27398",São Luís,LATROCÍNIO
1410,27/12/2019,feminino,32,18:00:00,ARMA DE FOGO,Santa Cruz,"-2,547409","-44,247136",São Luís,LATROCÍNIO
1411,29/12/2019,masculino,24,16:30:00,ARMA DE FOGO,Vila São Luís – SJR,"-2,564303","-44,184417",São José de Ribamar,HOMICÍDIO DOLOSO
1412,29/12/2019,masculino,45,19:30:00,ARMA DE FOGO,Vila Mauro Fecury II,"-2,551964","-44,33302",São Luís,HOMICÍDIO DOLOSO
1413,29/12/2019,masculino,23,19:00:00,ARMA DE FOGO,Vila São Sebastião,"-2,573346","-44,264312",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1414,01/01/2020,masculino,46,05:27:00,ARMA DE FOGO,Vila Valian,"-2,603078","-44,238296",São Luís,HOMICÍDIO DOLOSO
1415,02/01/2020,masculino,19,09:30:00,ARMA BRANCA,Vila Magril,"-2,611482","-44,204991",São Luís,HOMICÍDIO DOLOSO
1416,03/01/2020,masculino,44,05:40:00,ARMA DE FOGO,Cohab-Anil III,"-2,545458","-44,218726",São Luís,HOMICÍDIO DOLOSO
1417,06/01/2020,masculino,40,02:30:00,ARMA BRANCA,Cidade Operária,"-2,573668","-44,199457",São Luís,HOMICÍDIO DOLOSO
1418,09/01/2020,masculino,42,01:40:00,ARMA DE FOGO,Monte Castelo,"-2,534483","-44,280224",São Luís,LATROCÍNIO
1419,11/01/2020,masculino,25,00:00:00,ARMA BRANCA,Vila Vitória,"-2,608866","-44,203942",São Luís,HOMICÍDIO DOLOSO
1420,12/01/2020,masculino,20,12:00:00,ARMA DE FOGO,Campina,"-2,558899","-44,059671",São José de Ribamar,HOMICÍDIO DOLOSO
1421,13/01/2020,masculino,53,19:40:00,ESPANCAMENTO,Centro-SJR,"-2,559296","-44,057246",São José de Ribamar,HOMICÍDIO DOLOSO
1422,14/01/2020,feminino,59,05:00:00,ESPANCAMENTO,Centro-SLZ,"-2,530153","-44,299664",São Luís,HOMICÍDIO DOLOSO
1423,15/01/2020,masculino,16,14:00:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
1424,16/01/2020,masculino,21,22:00:00,ARMA DE FOGO,Residencial Turiúba,"-2,564349","-44,101138",São José de Ribamar,HOMICÍDIO DOLOSO
1425,17/01/2020,masculino,39,00:00:00,ARMA DE FOGO,La Belle Park,"-2,540871","-44,181948",Paço do Lumiar,HOMICÍDIO DOLOSO
1426,17/01/2020,masculino,31,18:19:00,ARMA DE FOGO,Santa Bárbara,"-2,60265","-44,210186",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
1427,18/01/2020,masculino,45,22:20:00,ARMA BRANCA,Vila Conceição – Alto do Calhau,"-2,495039","-44,255354",São Luís,HOMICÍDIO DOLOSO
1428,18/01/2020,masculino,34,20:15:00,ARMA BRANCA,Conjunto Alexandra Tavares,"-2,60355","-44,189115",São Luís,HOMICÍDIO DOLOSO
1429,20/01/2020,masculino,27,22:32:00,ARMA BRANCA,Centro-SLZ,"-2,530153","-44,299664",São Luís,HOMICÍDIO DOLOSO
1430,21/01/2020,masculino,47,18:18:00,ARMA DE FOGO,Residencial Olímpico,"-2,533738","-44,194469",São José de Ribamar,HOMICÍDIO DOLOSO
1431,21/01/2020,masculino,37,01:10:00,ARMA BRANCA,Vila Embratel,"-2,568181","-44,311981",São Luís,HOMICÍDIO DOLOSO
1432,22/01/2020,masculino,23,08:30:00,ARMA DE FOGO,Coheb Sacavém,"-2,555533","-44,252243",São Luís,HOMICÍDIO DOLOSO
1433,23/01/2020,masculino,19,02:45:00,ARMA DE FOGO,vila Mestre Antônio,"-2,550107","-44,077186",São José de Ribamar,HOMICÍDIO DOLOSO
1434,23/01/2020,masculino,19,15:30:00,ARMA DE FOGO,Fátima,"-2,545758","-44,282992",São Luís,HOMICÍDIO DOLOSO
1435,25/01/2020,masculino,22,03:00:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1436,25/01/2020,masculino,24,17:00:00,ARMA DE FOGO,Vicente Fialho,"-2,509273","-44,238317",São Luís,HOMICÍDIO DOLOSO
1437,25/01/2020,feminino,23,17:00:00,ARMA DE FOGO,Vicente Fialho,"-2,509273","-44,238317",São Luís,HOMICÍDIO DOLOSO
1438,27/01/2020,masculino,20,21:30:00,ARMA DE FOGO,Jardim São Cristóvão,"-2,571954","-44,225979",São Luís,HOMICÍDIO DOLOSO
1439,28/01/2020,masculino,69,21:30:00,ARMA BRANCA,Alemanha,"-2,536584","-44,270396",São Luís,HOMICÍDIO DOLOSO
1440,28/01/2020,masculino,22,22:26:00,ARMA DE FOGO,Maracanã,"-2,637332","-44,285717",São Luís,HOMICÍDIO DOLOSO
1441,29/01/2020,masculino,16,17:00:00,ARMA DE FOGO,Vila Bacanga,"-2,556027","-44,313419",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1442,29/01/2020,masculino,29,20:30:00,ARMA DE FOGO,Pirapora,"-2,558277","-44,243445",São Luís,HOMICÍDIO DOLOSO
1443,30/01/2020,feminino,48,07:23:00,ESTRANGULAMENTO,Santa Efigênia,"-2,575169","-44,189072",São Luís,HOMICÍDIO DOLOSO
1444,30/01/2020,masculino,27,09:30:00,ARMA BRANCA,Vila Zenir,"-2,577361","-44,193265",São Luís,HOMICÍDIO DOLOSO
1445,30/01/2020,masculino,39,20:21:00,ARMA DE FOGO,Bequimão,"-2,530003","-44,246321",São Luís,HOMICÍDIO DOLOSO
1446,31/01/2020,masculino,30,14:00:00,ARMA DE FOGO,Itapiracó,"-2,532725","-44,213362",São Luís,HOMICÍDIO DOLOSO
1447,02/02/2020,masculino,32,22:12:00,ARMA DE FOGO,Vila Roseana Sarney,"-2,546878","-44,077497",São José de Ribamar,HOMICÍDIO DOLOSO
1448,05/02/2020,masculino,24,12:00:00,ARMA DE FOGO,Estiva,"-2,756847","-44,348245",São Luís,HOMICÍDIO DOLOSO
1449,05/02/2020,masculino,32,19:40:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,HOMICÍDIO DOLOSO
1450,05/02/2020,masculino,33,07:00:00,ESTRANGULAMENTO,Vila Isabel Cafeteira,"-2,544719","-44,226193",São Luís,HOMICÍDIO DOLOSO
1451,06/02/2020,masculino,28,22:00:00,ARMA DE FOGO,Tajaçuaba,"-2,623099","-44,210701",São Luís,HOMICÍDIO DOLOSO
1452,06/02/2020,feminino,26,09:16:00,ESTRANGULAMENTO,Tirirical,"-2,570053","-44,242718",São Luís,HOMICÍDIO DOLOSO
1453,07/02/2020,masculino,34,12:05:00,ARMA DE FOGO,Vila Laci,"-2,430982","-44,101299",Raposa,HOMICÍDIO DOLOSO
1454,08/02/2020,masculino,25,00:30:00,ARMA DE FOGO,Alto do Turu II,"-2,511009","-44,193642",São José de Ribamar,HOMICÍDIO DOLOSO
1455,08/02/2020,masculino,26,11:00:00,ARMA DE FOGO,Camboa,"-2,524172","-44,291157",São Luís,HOMICÍDIO DOLOSO
1456,09/02/2020,masculino,42,10:00:00,ARMA DE FOGO,Andiroba,"-2,629915","-44,188449",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
1457,10/02/2020,masculino,48,05:30:00,ARMA DE FOGO,Cruzeiro de Santa Bárbara,"-2,601492","-44,217095",São Luís,HOMICÍDIO DOLOSO
1458,11/02/2020,masculino,22,01:30:00,ESPANCAMENTO,João Paulo,"-2,547023","-44,27398",São Luís,HOMICÍDIO DOLOSO
1459,18/02/2020,masculino,69,00:01:00,ARMA DE FOGO,Maioba,"-2,526465","-44,181175",Paço do Lumiar,LATROCÍNIO
1460,20/02/2020,masculino,53,17:00:00,ARMA BRANCA,Vila Bacanga,"-2,556027","-44,313419",São Luís,HOMICÍDIO DOLOSO
1461,24/02/2020,feminino,56,02:00:00,OUTROS MEIOS,Centro-SLZ,"-2,530153","-44,299664",São Luís,HOMICÍDIO DOLOSO
1462,24/02/2020,masculino,28,12:00:00,ARMA BRANCA,Forquilha,"-2,555448","-44,215465",São Luís,HOMICÍDIO DOLOSO
1463,26/02/2020,masculino,28,11:30:00,ARMA DE FOGO,Alto do Turu II,"-2,511009","-44,193642",São José de Ribamar,HOMICÍDIO DOLOSO
1464,26/02/2020,masculino,18,22:40:00,ARMA DE FOGO,Cohabiano,"-2,533738","-44,194469",São José de Ribamar,HOMICÍDIO DOLOSO
1465,26/02/2020,masculino,55,06:27:00,ARMA DE FOGO,Miritiua,"-2,498597","-44,198341",São José de Ribamar,HOMICÍDIO DOLOSO
1466,26/02/2020,masculino,18,14:00:00,ARMA DE FOGO,Parque Araçagi,"-2,491136","-44,200281",São José de Ribamar,HOMICÍDIO DOLOSO
1467,26/02/2020,masculino,21,20:40:00,ARMA DE FOGO,Parque Jair,"-2,507301","-44,182334",São José de Ribamar,HOMICÍDIO DOLOSO
1468,26/02/2020,masculino,24,14:45:00,ARMA DE FOGO,Parque vitória,"-2,516712","-44,209328",São José de Ribamar,HOMICÍDIO DOLOSO
1469,26/02/2020,masculino,17,20:30:00,ARMA DE FOGO,São Cristóvão,"-2,568524","-44,232674",São Luís,HOMICÍDIO DOLOSO
1470,27/02/2020,masculino,35,11:23:00,ARMA DE FOGO,Parque Florêncio,"-2,493538","-44,187269",São José de Ribamar,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1471,01/03/2020,masculino,30,15:30:00,ARMA DE FOGO,Residencial Tiradentes,"-2,606165","-44,191132",São Luís,HOMICÍDIO DOLOSO
1472,02/03/2020,masculino,22,18:30:00,ARMA DE FOGO,Parque Jair,"-2,507301","-44,182334",São José de Ribamar,HOMICÍDIO DOLOSO
1473,02/03/2020,masculino,18,19:28:00,ARMA DE FOGO,Vila Conceição – Alto do Calhau,"-2,495039","-44,255354",São Luís,HOMICÍDIO DOLOSO
1474,03/03/2020,feminino,31,20:50:00,ESTRANGULAMENTO,Turiúba,"-2,564212","-44,101233",São José de Ribamar,HOMICÍDIO DOLOSO
1475,05/03/2020,masculino,18,04:30:00,ARMA DE FOGO,Rio Grande,"-2,662003","-44,291596",São Luís,HOMICÍDIO DOLOSO
1476,05/03/2020,masculino,57,15:00:00,ARMA DE FOGO,Vila Nova República,"-2,643948","-44,277843",São Luís,HOMICÍDIO DOLOSO
1477,08/03/2020,masculino,25,03:00:00,ARMA DE FOGO,Parque Florêncio,"-2,493538","-44,187269",Raposa,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1478,11/03/2020,masculino,19,19:30:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,LATROCÍNIO
1479,15/03/2020,masculino,41,22:05:00,ARMA BRANCA,São Raimundo,"-2,596433","-44,231129",São José de Ribamar,HOMICÍDIO DOLOSO
1480,15/03/2020,masculino,27,15:30:00,ARMA DE FOGO,Vila Funil,"-2,607644","-44,245893",São Luís,HOMICÍDIO DOLOSO
1481,15/03/2020,masculino,43,19:00:00,ARMA DE FOGO,Fátima,"-2,545758","-44,282992",São Luís,HOMICÍDIO DOLOSO
1482,16/03/2020,feminino,15,08:30:00,ARMA DE FOGO,Vila São Luís – SJR,"-2,564303","-44,184417",São José de Ribamar,HOMICÍDIO DOLOSO
1483,17/03/2020,feminino,30,20:26:00,ARMA BRANCA,Cidade Operária,"-2,573668","-44,199457",São Luís,LATROCÍNIO
1484,20/03/2020,masculino,56,14:00:00,ARMA BRANCA,Boa Vista,"-2,491609","-44,17345",Paço do Lumiar,HOMICÍDIO DOLOSO
1485,20/03/2020,masculino,26,18:30:00,ARMA DE FOGO,Vila São José – SJR,"-2,548224","-44,085131",São José de Ribamar,HOMICÍDIO DOLOSO
1486,21/03/2020,masculino,36,14:00:00,ESPANCAMENTO,Piancó,"-2,567559","-44,302883",São Luís,HOMICÍDIO DOLOSO
1487,22/03/2020,masculino,47,07:15:00,ARMA DE FOGO,Residencial 2000,"-2,649507","-44,271212",São Luís,HOMICÍDIO DOLOSO
1488,27/03/2020,masculino,30,10:00:00,ARMA BRANCA,Vila Bacanga,"-2,556027","-44,313419",São Luís,LATROCÍNIO
1489,27/03/2020,masculino,30,05:50:00,ARMA DE FOGO,La Belle Park,"-2,540871","-44,181948",Paço do Lumiar,HOMICÍDIO DOLOSO
1490,27/03/2020,masculino,19,03:16:00,ARMA DE FOGO,Vila Alcione Ferreira,"-2,553572","-44,073672",São José de Ribamar,HOMICÍDIO DOLOSO
1491,27/03/2020,masculino,16,19:00:00,ARMA DE FOGO,São Brás dos Macacos,"-2,590044","-44,165545",São José de Ribamar,HOMICÍDIO DOLOSO
1492,27/03/2020,masculino,40,14:00:00,ARMA DE FOGO,Vila Esperança,"-2,614318","-44,259523",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1493,27/03/2020,masculino,20,14:00:00,ARMA DE FOGO,Vila Esperança,"-2,614318","-44,259523",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1494,27/03/2020,masculino,20,14:00:00,ARMA DE FOGO,Vila Esperança,"-2,614318","-44,259523",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1495,27/03/2020,masculino,22,14:00:00,ARMA DE FOGO,Vila Esperança,"-2,614318","-44,259523",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1496,27/03/2020,masculino,25,14:00:00,ARMA DE FOGO,Vila Esperança,"-2,614318","-44,259523",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
1497,29/03/2020,masculino,47,17:00:00,ARMA BRANCA,Conjunto Lima Verde,"-2,547999","-44,187806",Paço do Lumiar,HOMICÍDIO DOLOSO
1498,29/03/2020,masculino,21,21:13:00,ARMA BRANCA,Cidade Operária,"-2,573668","-44,199457",São Luís,HOMICÍDIO DOLOSO
1499,29/03/2020,masculino,34,17:00:00,ARMA DE FOGO,Camboa,"-2,524172","-44,291157",São Luís,HOMICÍDIO DOLOSO
1500,31/03/2020,masculino,22,01:30:00,ARMA BRANCA,Vila São José – PCL,"-2,519156","-44,169481",Paço do Lumiar,HOMICÍDIO DOLOSO
1501,01/04/2020,masculino,30,20:00:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
1502,02/04/2020,masculino,23,18:20:00,ARMA BRANCA,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
1503,05/04/2020,masculino,34,16:27:00,ARMA DE FOGO,Residencial Morada do Sol,"-2,647278","-44,299622",São Luís,HOMICÍDIO DOLOSO
1504,05/04/2020,masculino,-,12:00:00,OUTROS MEIOS,Vila Magril,"-2,611482","-44,204991",São Luís,MORTE A ESCLARECER
1505,07/04/2020,feminino,56,11:15:00,OUTROS MEIOS,Parque Araçagi,"-2,491136","-44,200281",São Luís,MORTE A ESCLARECER
1506,07/04/2020,masculino,18,04:30:00,ARMA DE FOGO,Vila Collier,"-2,666269","-44,303999",São Luís,HOMICÍDIO DOLOSO
1507,11/04/2020,masculino,24,19:30:00,ARMA DE FOGO,Residencial Canaã,"-2,560678","-44,235635",São Luís,HOMICÍDIO DOLOSO
1508,11/04/2020,masculino,25,12:30:00,OUTROS MEIOS,Olho D’água,"-2,488136","-44,228125",São Luís,HOMICÍDIO DOLOSO
1509,12/04/2020,masculino,36,01:00:00,ARMA DE FOGO,Conjunto Rio Anil,"-2,536284","-44,248338",São Luís,HOMICÍDIO DOLOSO
1510,17/04/2020,masculino,21,19:16:00,ARMA DE FOGO,Matinha,"-2,578899","-44,15607",São José de Ribamar,HOMICÍDIO DOLOSO
1511,17/04/2020,masculino,24,19:00:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
1512,18/04/2020,masculino,19,21:56:00,ARMA DE FOGO,Camboa,"-2,524172","-44,291157",São Luís,HOMICÍDIO DOLOSO
1513,18/04/2020,masculino,30,03:00:00,ARMA DE FOGO,Areinha,"-2,544172","-44,292026",São Luís,HOMICÍDIO DOLOSO
1514,19/04/2020,masculino,20,18:05:00,ARMA DE FOGO,Mata,"-2,588888","-44,164567",São José de Ribamar,HOMICÍDIO DOLOSO
1515,19/04/2020,masculino,22,03:30:00,ARMA DE FOGO,São Raimundo,"-2,596433","-44,231129",São Luís,HOMICÍDIO DOLOSO
1516,22/04/2020,masculino,26,13:30:00,ARMA DE FOGO,Sítio Natureza,"-2,545115","-44,157014",Paço do Lumiar,HOMICÍDIO DOLOSO
1517,22/04/2020,masculino,17,18:40:00,ARMA DE FOGO,Vila Magril,"-2,611482","-44,204991",São Luís,HOMICÍDIO DOLOSO
1518,22/04/2020,masculino,20,12:00:00,ARMA DE FOGO,Gapara,"-2,58996","-44,301295",São Luís,HOMICÍDIO DOLOSO
1519,23/04/2020,masculino,38,17:27:00,ARMA DE FOGO,Gapara,"-2,58996","-44,301295",São Luís,HOMICÍDIO DOLOSO
