ID,Data,Sexo,Idade,Horário,CAUSA DA MORTE,Local,Latitude,Longitude,Município,Classificação
371,22/06/2017,feminino,36,16:40:00,ARMA BRANCA,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
372,22/06/2017,masculino,32,19:40:00,ARMA DE FOGO,Residencial Ribeira,"-2,637268","-44,253809",São Luís,HOMICÍDIO DOLOSO
373,23/06/2017,masculino,31,09:57:00,OUTROS MEIOS,Cohatrac IV,"-2,53504","-44,204049",São Luís,MORTE A ESCLARECER
374,24/06/2017,masculino,29,22:03:00,ARMA DE FOGO,Divinéia,"-2,493967","-44,220185",São Luís,HOMICÍDIO DOLOSO
375,25/06/2017,masculino,22,03:39:00,ARMA BRANCA,Maracanã,"-2,637332","-44,285717",São Luís,HOMICÍDIO DOLOSO
376,25/06/2017,masculino,18,22:45:00,ARMA DE FOGO,Residencial Novo Horizonte,"-2,525437","-44,147015",Paço do Lumiar,HOMICÍDIO DOLOSO
377,26/06/2017,masculino,15,02:43:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
378,26/06/2017,masculino,33,18:25:00,ARMA DE FOGO,Quebra Pote,"-2,694348","-44,21804",São Luís,HOMICÍDIO DOLOSO
379,26/06/2017,masculino,30,18:00:00,ARMA DE FOGO,Vila Isabel,"-2,562243","-44,319727",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
380,26/06/2017,masculino,59,15:00:00,ARMA BRANCA,Vila Luizão,"-2,489208","-44,211817",São Luís,HOMICÍDIO DOLOSO
381,27/06/2017,masculino,19,21:00:00,ARMA DE FOGO,Cidade Operária,"-2,573668","-44,199457",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
382,27/06/2017,masculino,18,18:33:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
383,29/06/2017,masculino,25,07:15:00,ARMA DE FOGO,Vila Maranhão,"-2,624857","-44,314127",São Luís,HOMICÍDIO DOLOSO
384,30/06/2017,masculino,28,19:20:00,ARMA DE FOGO,Alto do Calhau,"-2,501202","-44,257581",São Luís,HOMICÍDIO DOLOSO
385,30/06/2017,masculino,16,23:30:00,ARMA DE FOGO,Forquilha,"-2,555448","-44,215465",São Luís,HOMICÍDIO DOLOSO
386,30/06/2017,masculino,25,18:51:00,ARMA DE FOGO,São Francisco,"-2,510474","-44,3049",São Luís,HOMICÍDIO DOLOSO
387,01/07/2017,masculino,35,13:14:00,ARMA DE FOGO,Fátima,"-2,545758","-44,282992",São Luís,MORTE A ESCLARECER
388,03/07/2017,masculino,28,15:02:00,ARMA DE FOGO,Vila Esperança,"-2,614318","-44,259523",São Luís,HOMICÍDIO DOLOSO
389,04/07/2017,masculino,51,17:00:00,ARMA DE FOGO,Centro-SLZ,"-2,530153","-44,299664",São Luís,LATROCÍNIO
390,05/07/2017,masculino,33,14:00:00,ARMA DE FOGO,Ilhinha,"-2,505404","-44,309846",São Luís,HOMICÍDIO DOLOSO
391,05/07/2017,feminino,30,03:50:00,ARMA DE FOGO,Parque Florêncio,"-2,493538","-44,187269",São José de Ribamar,HOMICÍDIO DOLOSO
392,05/07/2017,masculino,27,03:50:00,ARMA DE FOGO,Parque Florêncio,"-2,493538","-44,187269",São José de Ribamar,HOMICÍDIO DOLOSO
393,06/07/2017,masculino,17,01:30:00,ESTRANGULAMENTO,Vinhais,"-2,514847","-44,255419",São Luís,HOMICÍDIO DOLOSO
394,07/07/2017,masculino,18,03:00:00,ESTRANGULAMENTO,Alto da Esperança,"-2,548159","-44,315822",São Luís,HOMICÍDIO DOLOSO
395,08/07/2017,feminino,23,09:00:00,ARMA BRANCA,João Paulo,"-2,547023","-44,27398",São Luís,HOMICÍDIO DOLOSO
396,09/07/2017,masculino,37,16:30:00,ARMA DE FOGO,Calhau,"-2,490966","-44,271169",São Luís,HOMICÍDIO DOLOSO
397,09/07/2017,masculino,19,01:40:00,ARMA BRANCA,Cidade Operária,"-2,573668","-44,199457",São Luís,HOMICÍDIO DOLOSO
398,09/07/2017,masculino,35,14:30:00,ARMA DE FOGO,Cohafuma,"-2,507301","-44,267349",São Luís,HOMICÍDIO DOLOSO
399,09/07/2017,masculino,46,06:00:00,ARMA BRANCA,Parque Jair,"-2,507301","-44,182334",São José de Ribamar,HOMICÍDIO DOLOSO
400,10/07/2017,masculino,29,07:30:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
401,10/07/2017,masculino,45,00:30:00,ESPANCAMENTO,Forquilha,"-2,555448","-44,215465",São Luís,HOMICÍDIO DOLOSO
402,11/07/2017,masculino,14,18:40:00,ARMA DE FOGO,São Bernardo,"-2,561214","-44,221838",São Luís,HOMICÍDIO DOLOSO
403,13/07/2017,masculino,26,15:55:00,ARMA DE FOGO,Bom Jesus,"-2,565726","-44,274752",São Luís,HOMICÍDIO DOLOSO
404,12/07/2017,masculino,30,21:00:00,ARMA BRANCA,Residencial Nova Jerusalém,"-2,603454","-44,208384",Paço do Lumiar,HOMICÍDIO DOLOSO
405,14/07/2017,masculino,19,16:20:00,ARMA DE FOGO,Cantinho do Céu,"-2,519799","-44,24351",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
406,14/07/2017,masculino,37,20:39:00,ARMA BRANCA,Novo Paço,"-2,54653","-44,153795",Paço do Lumiar,HOMICÍDIO DOLOSO
407,18/07/2017,masculino,32,22:00:00,ARMA DE FOGO,Inhaúma,"-2,734214","-44,336872",São Luís,HOMICÍDIO DOLOSO
408,18/07/2017,masculino,14,12:44:00,ARMA DE FOGO,Centro-SLZ,"-2,530153","-44,299664",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
409,18/07/2017,masculino,19,22:00:00,ARMA DE FOGO,Inhaúma,"-2,734214","-44,336872",São Luís,HOMICÍDIO DOLOSO
410,19/07/2017,masculino,20,16:30:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
411,19/07/2017,masculino,25,17:30:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
412,19/07/2017,masculino,14,18:00:00,ARMA DE FOGO,Residencial José Reinaldo Tavares,"-2,588824","-44,175317",São Luís,HOMICÍDIO DOLOSO
413,21/07/2017,feminino,-,16:40:00,ESPANCAMENTO,Ananandiba,"-2,6711667","-44,2929682",São Luís,HOMICÍDIO DOLOSO
414,21/07/2017,masculino,49,20:42:00,ARMA DE FOGO,Cohaserma,"-2,50773","-44,245205",São Luís,HOMICÍDIO DOLOSO
415,21/07/2017,masculino,20,20:00:00,ARMA DE FOGO,Cohab-Anil I,"-2,536155","-44,221151",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
416,21/07/2017,masculino,43,15:00:00,ARMA BRANCA,Vila Cafeteira-PCL,"-2,538985","-44,14856",Paço do Lumiar,HOMICÍDIO DOLOSO
417,21/07/2017,masculino,24,22:00:00,ARMA DE FOGO,Vila Palmeira,"-2,541625","-44,254272",São Luís,HOMICÍDIO DOLOSO
418,22/07/2017,feminino,35,18:30:00,ESPANCAMENTO,Barés,"-2,550153","-44,267398",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
419,23/07/2017,masculino,20,23:00:00,ARMA DE FOGO,Vila Luizão,"-2,489208","-44,211817",São Luís,HOMICÍDIO DOLOSO
420,24/07/2017,masculino,18,10:20:00,ARMA BRANCA,Alonso Costa,"-2,491051","-44,204822",São José de Ribamar,HOMICÍDIO DOLOSO
421,24/07/2017,masculino,55,19:30:00,ARMA BRANCA,Tambaú,"-2,544182","-44,165198",Paço do Lumiar,HOMICÍDIO DOLOSO
422,26/07/2017,masculino,70,17:00:00,ARMA BRANCA,Centro-PCL,"-2,532393","-44,107972",Paço do Lumiar,LATROCÍNIO
423,26/07/2017,masculino,32,01:00:00,ARMA BRANCA,Centro-SLZ,"-2,530153","-44,299664",São Luís,HOMICÍDIO DOLOSO
424,27/07/2017,masculino,23,23:40:00,ARMA DE FOGO,Cohab,"-2,540507","-44,220078",São Luís,HOMICÍDIO DOLOSO
425,29/07/2017,feminino,47,15:10:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,LATROCÍNIO
426,30/07/2017,masculino,18,04:13:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
427,02/08/2017,masculino,28,02:40:00,ARMA BRANCA,Centro-SLZ,"-2,530153","-44,299664",São Luís,HOMICÍDIO DOLOSO
428,02/08/2017,masculino,37,10:38:00,ARMA DE FOGO,Jardim Tropical II,"-2,57504","-44,177828",São José de Ribamar,HOMICÍDIO DOLOSO
429,02/08/2017,masculino,31,18:03:00,ARMA DE FOGO,Tibirizinho,"-2,619284","-44,241171",São Luís,HOMICÍDIO DOLOSO
430,03/08/2017,masculino,47,00:01:00,ARMA BRANCA,Residencial Cidade Verde,"-2,534354","-44,139891",Paço do Lumiar,HOMICÍDIO DOLOSO
431,03/08/2017,masculino,33,06:32:00,ARMA BRANCA,Ponta do Farol,"-2,488608","-44,298098",São Luís,HOMICÍDIO DOLOSO
432,04/08/2017,masculino,41,03:39:00,ARMA DE FOGO,Cohab-Anil I,"-2,536155","-44,221151",São Luís,HOMICÍDIO DOLOSO
433,05/08/2017,masculino,15,20:30:00,ARMA DE FOGO,Cohatrac V,"-2,543872","-44,206581",São José de Ribamar,HOMICÍDIO DOLOSO
434,05/08/2017,masculino,50,08:58:00,ARMA BRANCA,Maracanã,"-2,637332","-44,285717",São Luís,HOMICÍDIO DOLOSO
435,05/08/2017,feminino,53,08:58:00,ARMA BRANCA,Maracanã,"-2,637332","-44,285717",São Luís,HOMICÍDIO DOLOSO
436,05/08/2017,masculino,18,19:30:00,ARMA DE FOGO,Sacavém,"-2,555651","-44,258047",São Luís,HOMICÍDIO DOLOSO
437,06/08/2017,masculino,16,02:17:00,ARMA DE FOGO,Residencial Paraíso,"-2,572297","-44,295502",São Luís,HOMICÍDIO DOLOSO
438,07/08/2017,masculino,21,21:00:00,ESPANCAMENTO,Vila Conceição – Coroadinho,"-2,568449","-44,261609",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
439,07/08/2017,masculino,30,17:00:00,ARMA DE FOGO,Camboa,"-2,524172","-44,291157",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
440,07/08/2017,masculino,19,09:41:00,ARMA DE FOGO,Fátima,"-2,545758","-44,282992",São Luís,HOMICÍDIO DOLOSO
441,08/08/2017,masculino,26,06:30:00,ARMA DE FOGO,Jardim Turu,"-2,517633","-44,196539",São José de Ribamar,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
442,08/08/2017,masculino,27,20:00:00,ARMA DE FOGO,Coqueiro,"-2,732328","-44,356956",São Luís,HOMICÍDIO DOLOSO
443,10/08/2017,masculino,30,19:00:00,ARMA DE FOGO,Itapera,"-2,671284","-44,281511",São Luís,HOMICÍDIO DOLOSO
444,12/08/2017,masculino,30,23:57:00,ARMA DE FOGO,Jardim São Cristóvão,"-2,571954","-44,225979",São Luís,HOMICÍDIO DOLOSO
445,12/08/2017,masculino,30,01:07:00,ESPANCAMENTO,Maiobão,"-2,541257","-44,171391",São José de Ribamar,HOMICÍDIO DOLOSO
446,12/08/2017,masculino,34,21:33:00,ESPANCAMENTO,Parque Jair,"-2,507301","-44,182334",São José de Ribamar,HOMICÍDIO DOLOSO
447,13/08/2017,feminino,27,23:52:00,ARMA DE FOGO,Centro-SLZ,"-2,530153","-44,299664",São Luís,HOMICÍDIO DOLOSO
448,13/08/2017,masculino,20,06:44:00,ARMA DE FOGO,Pontal da Ilha,"-2,596262","-44,224949",São Luís,HOMICÍDIO DOLOSO
449,13/08/2017,masculino,20,19:00:00,ARMA DE FOGO,Residencial Ribeira,"-2,637268","-44,253809",São Luís,HOMICÍDIO DOLOSO
450,13/08/2017,masculino,38,06:30:00,ESPANCAMENTO,Santa Maria,"-2,647964","-44,172592",São José de Ribamar,HOMICÍDIO DOLOSO
451,17/08/2017,masculino,34,22:08:00,ARMA DE FOGO,Coroado,"-2,553733","-44,27001",São Luís,HOMICÍDIO DOLOSO
452,19/08/2017,masculino,50,23:13:00,ESPANCAMENTO,João de Deus,"-2,558878","-44,231944",São Luís,HOMICÍDIO DOLOSO
453,19/08/2017,masculino,30,01:08:00,ARMA DE FOGO,Parque Jair,"-2,507301","-44,182334",São José de Ribamar,HOMICÍDIO DOLOSO
454,20/08/2017,masculino,30,11:07:00,ARMA DE FOGO,Vila dos Frades,"-2,571246","-44,268701",São Luís,HOMICÍDIO DOLOSO
455,21/08/2017,masculino,42,22:07:00,ARMA DE FOGO,João de Deus,"-2,558878","-44,231944",São Luís,HOMICÍDIO DOLOSO
456,23/08/2017,masculino,38,14:00:00,OUTROS MEIOS,Diamante,"-2,530266","-44,290776",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
457,24/08/2017,masculino,25,14:23:00,OUTROS MEIOS,Maiobinha,"-2,560249","-44,203362",São José de Ribamar,MORTE A ESCLARECER
458,24/08/2017,masculino,30,12:00:00,ARMA DE FOGO,Camboa,"-2,524172","-44,291157",São Luís,HOMICÍDIO DOLOSO
459,25/08/2017,masculino,26,11:29:00,ARMA DE FOGO,Pirâmide,"-2,468671","-44,162056",Raposa,HOMICÍDIO DOLOSO
460,27/08/2017,masculino,36,00:19:00,ARMA DE FOGO,Calhau,"-2,490966","-44,271169",São Luís,HOMICÍDIO DOLOSO
461,27/08/2017,masculino,23,04:40:00,ARMA DE FOGO,Vicente Fialho,"-2,509273","-44,238317",São Luís,HOMICÍDIO DOLOSO
462,28/08/2017,masculino,20,20:17:00,ARMA DE FOGO,Vila Palmeira,"-2,541625","-44,254272",São Luís,HOMICÍDIO DOLOSO
463,29/08/2017,masculino,37,02:12:00,ARMA BRANCA,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
464,29/08/2017,masculino,36,11:00:00,ARMA DE FOGO,Vila Carol,"-2,562736","-44,201818",São José de Ribamar,HOMICÍDIO DOLOSO
465,31/08/2017,masculino,20,19:44:00,ARMA DE FOGO,Tibiri,"-2,617826","-44,25087",São Luís,HOMICÍDIO DOLOSO
466,31/08/2017,masculino,14,19:44:00,ARMA DE FOGO,Tibiri,"-2,617826","-44,25087",São Luís,HOMICÍDIO DOLOSO
467,31/08/2017,masculino,31,21:59:00,ARMA DE FOGO,Zumbi dos Palmares,"-2,531827","-44,144139",Paço do Lumiar,HOMICÍDIO DOLOSO
468,02/09/2017,masculino,29,10:54:00,ARMA DE FOGO,Anjo da Guarda,"-2,559842","-44,32904",São Luís,HOMICÍDIO DOLOSO
469,02/09/2017,masculino,24,01:30:00,ARMA DE FOGO,Centro-SLZ,"-2,530153","-44,299664",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
470,02/09/2017,masculino,31,03:11:00,ARMA DE FOGO,Nova Aurora,"-2,531267","-44,187398",São José de Ribamar,HOMICÍDIO DOLOSO
471,03/09/2017,masculino,36,12:29:00,ARMA BRANCA,Anjo da Guarda,"-2,559842","-44,32904",São Luís,HOMICÍDIO DOLOSO
472,04/09/2017,masculino,24,04:34:00,ESPANCAMENTO,Cohab-Anil III,"-2,545458","-44,218726",São Luís,HOMICÍDIO DOLOSO
473,04/09/2017,masculino,25,13:18:00,ARMA DE FOGO,Vila 25 de maio,"-2,523936","-44,25956",São Luís,HOMICÍDIO DOLOSO
474,05/09/2017,masculino,22,01:41:00,ARMA DE FOGO,Vila Samara,"-2,742188","-44,347044",São Luís,HOMICÍDIO DOLOSO
475,06/09/2017,masculino,21,18:11:00,ARMA BRANCA,Residencial Nova Terra,"-2,570957","-44,15195",São José de Ribamar,HOMICÍDIO DOLOSO
476,06/09/2017,masculino,35,12:58:00,ARMA DE FOGO,Pedrinhas,"-2,688089","-44,302711",São Luís,HOMICÍDIO DOLOSO
477,07/09/2017,masculino,24,09:14:00,ARMA BRANCA,Calhau,"-2,490966","-44,271169",São Luís,HOMICÍDIO DOLOSO
478,08/09/2017,masculino,22,04:58:00,ARMA DE FOGO,Vila Mauro Fecury II,"-2,551964","-44,33302",São Luís,HOMICÍDIO DOLOSO
479,09/09/2017,feminino,25,18:30:00,ARMA BRANCA,Anil,"-2,548481","-44,238682",São Luís,HOMICÍDIO DOLOSO
480,09/09/2017,masculino,18,00:17:00,ARMA BRANCA,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
481,10/09/2017,masculino,22,15:00:00,ARMA DE FOGO,Pirâmide,"-2,468671","-44,162056",Raposa,HOMICÍDIO DOLOSO
482,10/09/2017,masculino,19,11:40:00,ARMA DE FOGO,Vila Riod,"-2,595961","-44,195568",São Luís,HOMICÍDIO DOLOSO
483,11/09/2017,masculino,29,22:00:00,ARMA DE FOGO,Cruzeiro,"-2,554369","-44,062223",São José de Ribamar,HOMICÍDIO DOLOSO
484,11/09/2017,masculino,18,18:00:00,ARMA DE FOGO,Maiobão,"-2,541257","-44,171391",Paço do Lumiar,HOMICÍDIO DOLOSO
485,11/09/2017,masculino,51,07:20:00,ARMA DE FOGO,Pão de Açúcar,"-2,539263","-44,241343",São Luís,HOMICÍDIO DOLOSO
486,12/09/2017,masculino,30,12:49:00,OUTROS MEIOS,Maiobão,"-2,541257","-44,171391",Paço do Lumiar,MORTE A ESCLARECER
487,12/09/2017,masculino,19,23:40:00,ARMA DE FOGO,Santa Cruz,"-2,547409","-44,247136",São Luís,HOMICÍDIO DOLOSO
488,14/09/2017,masculino,25,21:51:00,ARMA DE FOGO,Conjunto Rio Anil,"-2,536284","-44,248338",São Luís,HOMICÍDIO DOLOSO
489,15/09/2017,masculino,22,21:58:00,ARMA DE FOGO,Sacavém,"-2,555651","-44,258047",São Luís,HOMICÍDIO DOLOSO
490,17/09/2017,masculino,15,21:15:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
491,18/09/2017,masculino,29,16:30:00,ARMA DE FOGO,Parque das Palmeiras,"-2,578556","-44,298162",São José de Ribamar,LATROCÍNIO
492,18/09/2017,masculino,25,02:00:00,ARMA DE FOGO,Residencial Nova Vida,"-2,623956","-44,194758",São Luís,HOMICÍDIO DOLOSO
493,18/09/2017,masculino,44,19:30:00,ARMA BRANCA,Vila Maresia,"-2,444914","-44,098591",Raposa,HOMICÍDIO DOLOSO
494,19/09/2017,masculino,14,11:48:00,ARMA DE FOGO,Pedrinhas,"-2,688089","-44,302711",São Luís,HOMICÍDIO DOLOSO
495,20/09/2017,masculino,22,04:09:00,OUTROS MEIOS,Vila Kiola I,"-2,554547","-44,183836",São José de Ribamar,MORTE A ESCLARECER
496,21/09/2017,masculino,28,20:09:00,ARMA DE FOGO,Porto de Mocajituba,"-2,48059","-44,138689",Paço do Lumiar,HOMICÍDIO DOLOSO
497,24/09/2017,masculino,39,18:30:00,ARMA BRANCA,Sá Viana,"-2,55892","-44,301896",São Luís,HOMICÍDIO DOLOSO
498,24/09/2017,masculino,29,21:29:00,ARMA DE FOGO,Santa Cruz,"-2,547409","-44,247136",São Luís,HOMICÍDIO DOLOSO
499,24/09/2017,masculino,35,22:00:00,ARMA BRANCA,São Raimundo-SJR,"-2,555876","-44,067321",São José de Ribamar,HOMICÍDIO DOLOSO
500,26/09/2017,masculino,15,20:22:00,ARMA DE FOGO,Vila Conceição – Coroadinho,"-2,568449","-44,261609",São Luís,HOMICÍDIO DOLOSO
501,26/09/2017,masculino,45,09:06:00,ARMA DE FOGO,João Paulo,"-2,547023","-44,27398",São Luís,HOMICÍDIO DOLOSO
502,29/09/2017,masculino,14,20:40:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
503,29/09/2017,masculino,27,04:15:00,ARMA DE FOGO,Estiva,"-2,756847","-44,348245",São Luís,HOMICÍDIO DOLOSO
504,30/09/2017,masculino,22,01:42:00,ARMA DE FOGO,Vila Roseana Sarney,"-2,546878","-44,077497",São José de Ribamar,HOMICÍDIO DOLOSO
505,01/10/2017,masculino,19,00:45:00,ARMA DE FOGO,Divinéia,"-2,493967","-44,220185",São Luís,HOMICÍDIO DOLOSO
506,01/10/2017,masculino,27,00:45:00,ARMA DE FOGO,Divinéia,"-2,493967","-44,220185",São Luís,HOMICÍDIO DOLOSO
507,01/10/2017,feminino,22,03:15:00,ARMA DE FOGO,Santana,"-2,601449","-44,170747",São José de Ribamar,HOMICÍDIO DOLOSO
508,01/10/2017,masculino,19,12:55:00,ARMA DE FOGO,Pedrinhas,"-2,688089","-44,302711",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
509,02/10/2017,masculino,25,20:18:00,ARMA DE FOGO,Alto do Turu I,"-2,505843","-44,195681",São José de Ribamar,HOMICÍDIO DOLOSO
510,02/10/2017,masculino,18,16:51:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
511,02/10/2017,masculino,40,00:40:00,ESPANCAMENTO,Tibiri,"-2,617826","-44,25087",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
512,03/10/2017,masculino,15,13:40:00,ARMA BRANCA,Itapera,"-2,671284","-44,281511",São Luís,HOMICÍDIO DOLOSO
513,03/10/2017,masculino,45,08:05:00,ARMA DE FOGO,Madre Deus,"-2,539011","-44,299203",São Luís,HOMICÍDIO DOLOSO
514,03/10/2017,masculino,35,08:21:00,ESTRANGULAMENTO,São Raimundo,"-2,596433","-44,231129",São Luís,HOMICÍDIO DOLOSO
515,05/10/2017,masculino,71,05:00:00,ARMA BRANCA,Pirâmide,"-2,468671","-44,162056",Raposa,HOMICÍDIO DOLOSO
516,05/10/2017,masculino,52,19:35:00,ARMA DE FOGO,Jardim São Cristóvão,"-2,571954","-44,225979",São Luís,LATROCÍNIO
517,06/10/2017,masculino,25,16:35:00,ARMA DE FOGO,Residencial Ribeira,"-2,637268","-44,253809",São Luís,HOMICÍDIO DOLOSO
518,07/10/2017,masculino,29,01:16:00,ARMA DE FOGO,Centro-SLZ,"-2,530153","-44,299664",São Luís,HOMICÍDIO DOLOSO
519,07/10/2017,masculino,29,02:00:00,ARMA BRANCA,Juçatuba,"-2,616583","-44,123154",São Luís,HOMICÍDIO DOLOSO
520,07/10/2017,masculino,20,15:30:00,ARMA DE FOGO,Maiobão,"-2,541257","-44,171391",Paço do Lumiar,LESÃO CORPORAL SEGUIDA DE MORTE
521,08/10/2017,masculino,19,03:26:00,ARMA BRANCA,Andiroba,"-2,629915","-44,188449",São Luís,HOMICÍDIO DOLOSO
522,08/10/2017,masculino,47,21:07:00,ARMA BRANCA,Mutirão,"-2,540307","-44,07035",São José de Ribamar,HOMICÍDIO DOLOSO
523,09/10/2017,masculino,21,20:00:00,ARMA DE FOGO,Alto do Farol,"-2,452142","-44,147851",Raposa,HOMICÍDIO DOLOSO
524,09/10/2017,masculino,22,01:11:00,ARMA DE FOGO,Vila Itamar,"-2,593497","-44,24778",São Luís,HOMICÍDIO DOLOSO
525,09/10/2017,masculino,33,01:11:00,ARMA DE FOGO,Vila Itamar,"-2,593497","-44,24778",São Luís,HOMICÍDIO DOLOSO
526,09/10/2017,masculino,20,11:38:00,ARMA BRANCA,Vila Janaína,"-2,59146","-44,191303",São Luís,HOMICÍDIO DOLOSO
527,11/10/2017,masculino,17,12:00:00,ARMA DE FOGO,Vila Conceição – Coroadinho,"-2,568449","-44,261609",São Luís,HOMICÍDIO DOLOSO
528,11/10/2017,masculino,51,20:40:00,ARMA BRANCA,Geniparanã,"-2,581857","-44,185381",São Luís,HOMICÍDIO DOLOSO
529,12/10/2017,masculino,21,09:35:00,ARMA BRANCA,Parque Nice Lobão,"-2,558342","-44,270246",São Luís,HOMICÍDIO DOLOSO
530,12/10/2017,masculino,33,08:40:00,ARMA DE FOGO,Vila dos Frades,"-2,571246","-44,268701",São Luís,HOMICÍDIO DOLOSO
531,12/10/2017,masculino,35,01:40:00,ARMA DE FOGO,Salinas do Sacavém,"-2,560893","-44,259217",São Luís,HOMICÍDIO DOLOSO
532,13/10/2017,masculino,41,05:15:00,ARMA DE FOGO,Cidade Operária,"-2,573668","-44,199457",São Luís,HOMICÍDIO DOLOSO
533,13/10/2017,masculino,31,23:55:00,ARMA DE FOGO,Estiva,"-2,756847","-44,348245",São Luís,HOMICÍDIO DOLOSO
534,13/10/2017,masculino,60,18:00:00,ARMA DE FOGO,Pedrinhas,"-2,688089","-44,302711",São Luís,HOMICÍDIO DOLOSO
535,14/10/2017,masculino,13,00:35:00,ARMA DE FOGO,João Paulo,"-2,547023","-44,27398",São Luís,HOMICÍDIO DOLOSO
536,15/10/2017,masculino,25,23:23:00,OUTROS MEIOS,Maiobinha,"-2,560249","-44,203362",São José de Ribamar,MORTE A ESCLARECER
537,15/10/2017,masculino,36,19:33:00,ARMA DE FOGO,Calhau,"-2,490966","-44,271169",São Luís,HOMICÍDIO DOLOSO
538,16/10/2017,masculino,37,06:30:00,ARMA DE FOGO,Tinaí,"-2,652336","-44,243317",São Luís,HOMICÍDIO DOLOSO
539,17/10/2017,masculino,39,16:11:00,ARMA DE FOGO,Cohatrac IV,"-2,53504","-44,204049",São Luís,HOMICÍDIO DOLOSO
540,17/10/2017,masculino,30,20:00:00,ARMA DE FOGO,Vila Nova República,"-2,643948","-44,277843",São Luís,HOMICÍDIO DOLOSO
541,17/10/2017,masculino,32,20:50:00,ARMA BRANCA,Pau Deitado,"-2,534869","-44,081869",Paço do Lumiar,HOMICÍDIO DOLOSO
542,18/10/2017,masculino,20,18:22:00,OUTROS MEIOS,Vila Laci,"-2,430982","-44,101299",Raposa,MORTE A ESCLARECER
543,20/10/2017,masculino,37,01:18:00,ARMA BRANCA,Centro-SLZ,"-2,530153","-44,299664",São Luís,HOMICÍDIO DOLOSO
544,20/10/2017,masculino,22,22:08:00,ARMA DE FOGO,Residencial Ivaldo Rodrigues,"-2,611438","-44,191089",São Luís,HOMICÍDIO DOLOSO
545,21/10/2017,masculino,24,19:43:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
546,21/10/2017,masculino,20,11:00:00,ARMA DE FOGO,Vila Industrial,"-2,625221","-44,268723",São Luís,HOMICÍDIO DOLOSO
547,21/10/2017,masculino,23,07:00:00,ARMA BRANCA,Vila Sarney,"-2,633262","-44,270936",São Luís,HOMICÍDIO DOLOSO
548,22/10/2017,masculino,42,22:30:00,ARMA DE FOGO,Vila Vale Verde,"-2,572843","-44,259592",São Luís,HOMICÍDIO DOLOSO
549,22/10/2017,masculino,17,20:04:00,ARMA DE FOGO,Estiva,"-2,756847","-44,348245",São Luís,HOMICÍDIO DOLOSO
550,22/10/2017,masculino,22,21:37:00,ARMA DE FOGO,Novo Angelim,"-2,535758","-44,231933",São Luís,HOMICÍDIO DOLOSO
551,23/10/2017,masculino,22,21:00:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
552,23/10/2017,masculino,29,20:30:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
553,23/10/2017,masculino,77,07:38:00,ESPANCAMENTO,Maiobinha,"-2,560249","-44,203362",São José de Ribamar,HOMICÍDIO DOLOSO
554,24/10/2017,masculino,48,17:00:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
